timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
13176000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,2,0,0,0,0,1
14089000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
14212000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
14364000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
14876000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
14888000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
14896000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,2,0,0,0,0,1
16076000,-1.0,0.0,2.0,3.0,-0.012036584,-0.035571955,666.0,183,2,0,0,0,0,1
21332000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,2,0,0,0,0,1
21488000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,2,0,0,0,0,1
41844000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,2,0,0,0,0,1
42000000,40.154029846191406,116.259521484375,0.0,0.0,0.0,0.0,49.918,21,2,0,0,0,0,1
42016000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,2,0,0,0,0,1
47673000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,2,0,0,0,0,1
