timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
505000,478111,6620172,49.898586,24.675455,100727.08,1.1780161
557000,533000,6620172,49.964314,24.675455,100726.33,1.1780074
609000,585666,6620172,49.99718,24.675455,100725.91,1.1780024
665000,640636,6620172,49.94084,24.675455,100726.6,1.1780106
717000,691444,6620172,49.93145,24.675455,100726.734,1.1780121
768000,748400,6620172,49.936146,24.675455,100726.625,1.1780108
820000,794800,6620172,49.89389,24.675455,100727.13,1.1780168
876000,850700,6620172,49.964314,24.675455,100726.33,1.1780074
929000,904100,6620172,49.954926,24.675455,100726.44,1.1780087
981000,959111,6620172,49.907974,24.675455,100726.984,1.178015
1032000,1009777,6620172,49.91267,24.675455,100726.92,1.1780143
1085000,1060700,6620172,49.91267,24.675455,100726.92,1.1780143
1136000,1110800,6620172,49.93145,24.675455,100726.69,1.1780117
1193000,1165444,6620172,49.95023,24.675455,100726.48,1.1780092
1245000,1225333,6620172,49.9784,24.675455,100726.17,1.1780056
1297000,1275444,6620172,49.922062,24.675455,100726.8,1.1780128
1349000,1328100,6620172,49.917366,24.675455,100726.87,1.1780137
1400000,1374750,6620172,49.983097,24.675455,100726.09,1.1780046
1453000,1429600,6620172,49.936146,24.675455,100726.63,1.178011
1505000,1480375,6620172,49.91267,24.675455,100726.9,1.178014
1555000,1532222,6620172,49.9784,24.675455,100726.12,1.178005
1605000,1583600,6620172,49.93145,24.675455,100726.71,1.1780118
1657000,1633818,6620172,49.95962,24.675455,100726.39,1.1780081
1708000,1684090,6620172,49.879807,24.675455,100727.27,1.1780183
1764000,1737363,6620172,49.96901,24.675455,100726.25,1.1780065
1817000,1791666,6620172,49.964314,24.675455,100726.33,1.1780074
1872000,1846500,6620172,49.90328,24.675455,100727.05,1.1780158
1925000,1900636,6620172,49.973705,24.675455,100726.21,1.1780059
1975000,1953400,6620172,49.889194,24.675455,100727.21,1.1780176
2029000,2005333,6620172,49.954926,24.675455,100726.4,1.1780082
2080000,2058400,6620172,49.95023,24.675455,100726.48,1.1780092
2132000,2107900,6620172,49.922062,24.675455,100726.8,1.1780128
2184000,2158900,6620172,49.936146,24.675455,100726.67,1.1780114
2237000,2212833,6620172,49.94084,24.675455,100726.586,1.1780103
2289000,2263875,6620172,50.02535,24.675455,100725.57,1.1779985
2341000,2317454,6620172,49.91267,24.675455,100726.94,1.1780145
2393000,2369181,6620172,49.926754,24.675455,100726.766,1.1780125
2444000,2421090,6620172,49.93145,24.675455,100726.72,1.1780119
2494000,2469636,6620172,49.879807,24.675455,100727.29,1.1780186
2544000,2524300,6620172,49.98779,24.675455,100726.02,1.1780038
2597000,2575555,6620172,49.95962,24.675455,100726.34,1.1780075
2649000,2626250,6620172,49.926754,24.675455,100726.76,1.1780125
2701000,2677333,6620172,49.91267,24.675455,100726.9,1.178014
2757000,2732300,6620172,49.964314,24.675455,100726.33,1.1780074
2813000,2786444,6620172,49.95962,24.675455,100726.37,1.1780078
2865000,2846000,6620172,49.94084,24.675455,100726.56,1.1780101
2917000,2894222,6620172,49.954926,24.675455,100726.45,1.1780088
