timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
416000,392333,6620172,49.945534,24.675455,100726.516,1.1780095
468000,443083,6620172,49.936146,24.675455,100726.61,1.1780107
520000,496000,6620172,50.001877,24.675455,100725.84,1.1780016
572000,551500,6620172,49.94084,24.675455,100726.58,1.1780102
624000,599923,6620172,49.91267,24.675455,100726.9,1.178014
676000,652666,6620172,49.93145,24.675455,100726.72,1.1780119
729000,703166,6620172,49.926754,24.675455,100726.76,1.1780125
780000,759181,6620172,49.95023,24.675455,100726.47,1.178009
832000,811700,6620172,49.917366,24.675455,100726.87,1.1780137
883000,859909,6620172,49.95962,24.675455,100726.38,1.1780081
936000,912000,6620172,49.91267,24.675455,100726.945,1.1780146
988000,962333,6620172,49.973705,24.675455,100726.22,1.178006
1040000,1016900,6620172,49.983097,24.675455,100726.05,1.178004
1092000,1068000,6620172,49.94084,24.675455,100726.58,1.1780102
1143000,1121083,6620172,49.936146,24.675455,100726.63,1.178011
1196000,1171923,6620172,49.945534,24.675455,100726.53,1.1780097
1248000,1223500,6620172,49.922062,24.675455,100726.83,1.1780132
1300000,1276076,6620172,49.9784,24.675455,100726.11,1.1780049
1352000,1327250,6620172,49.96901,24.675455,100726.266,1.1780066
1404000,1379166,6620172,49.91267,24.675455,100726.945,1.1780146
1455000,1430583,6620172,49.917366,24.675455,100726.86,1.1780136
1508000,1482181,6620172,49.90328,24.675455,100726.99,1.1780151
1560000,1538700,6620172,49.9784,24.675455,100726.11,1.1780049
1614000,1591200,6620172,49.917366,24.675455,100726.88,1.1780139
1664000,1640600,6620172,49.926754,24.675455,100726.74,1.1780123
1716000,1693700,6620172,49.926754,24.675455,100726.74,1.1780123
1769000,1743923,6620172,50.01596,24.675455,100725.69,1.1779999
1820000,1797300,6620172,49.898586,24.675455,100727.12,1.1780167
1871000,1849583,6620172,49.907974,24.675455,100726.984,1.178015
1925000,1901818,6620172,49.992485,24.675455,100725.96,1.1780031
1976000,1952000,6620172,49.93145,24.675455,100726.695,1.1780117
2031000,2005666,6620172,49.945534,24.675455,100726.54,1.1780099
2083000,2060200,6620172,49.87511,24.675455,100727.39,1.1780198
2136000,2112200,6620172,49.94084,24.675455,100726.58,1.1780102
2188000,2163250,6620172,49.922062,24.675455,100726.81,1.1780131
2240000,2218636,6620172,49.95962,24.675455,100726.38,1.1780081
2293000,2270000,6620172,49.898586,24.675455,100727.1,1.1780164
2344000,2321909,6620172,49.89389,24.675455,100727.13,1.1780168
2395000,2373636,6620172,49.91267,24.675455,100726.94,1.1780145
2448000,2423250,6620172,49.96901,24.675455,100726.266,1.1780066
2500000,2476818,6620172,49.98779,24.675455,100725.984,1.1780033
2552000,2528000,6620172,49.936146,24.675455,100726.63,1.178011
2605000,2580454,6620172,49.93145,24.675455,100726.69,1.1780117
2656000,2633333,6620172,49.93145,24.675455,100726.73,1.178012
2708000,2685333,6620172,49.91267,24.675455,100726.945,1.1780146
2760000,2736083,6620172,49.954926,24.675455,100726.44,1.1780087
2812000,2787583,6620172,49.917366,24.675455,100726.875,1.1780138
2865000,2840076,6620172,49.898586,24.675455,100727.055,1.178016
2916000,2893833,6620172,49.922062,24.675455,100726.805,1.178013
2968000,2944750,6620172,49.898586,24.675455,100727.055,1.178016
3021000,2996166,6620172,49.93145,24.675455,100726.68,1.1780115
3076000,3048500,6620172,49.945534,24.675455,100726.49,1.1780093
3128000,3105500,6620172,49.95962,24.675455,100726.38,1.1780081
3179000,3155272,6620172,49.922062,24.675455,100726.77,1.1780125
3233000,3208076,6620172,49.954926,24.675455,100726.44,1.1780087
3284000,3262800,6620172,49.992485,24.675455,100725.96,1.1780031
3336000,3312500,6620172,49.936146,24.675455,100726.625,1.1780108
3392000,3364230,6620172,49.91267,24.675455,100726.92,1.1780143
