timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
481000,456181,6620172,49.936146,24.675455,100726.66,1.1780112
533000,510363,6620172,49.945534,24.675455,100726.54,1.1780099
585000,560666,6620172,49.95023,24.675455,100726.47,1.178009
637000,614363,6620172,49.94084,24.675455,100726.586,1.1780103
689000,667400,6620172,50.00657,24.675455,100725.8,1.1780012
741000,720444,6620172,49.964314,24.675455,100726.3,1.178007
797000,771625,6620172,49.91267,24.675455,100726.914,1.1780142
849000,824800,6620172,49.926754,24.675455,100726.74,1.1780123
901000,879888,6620172,49.93145,24.675455,100726.69,1.1780117
953000,932600,6620172,49.94084,24.675455,100726.6,1.1780106
1005000,981800,6620172,49.936146,24.675455,100726.67,1.1780114
1056000,1035444,6620172,49.95962,24.675455,100726.38,1.1780081
1113000,1088222,6620172,49.91267,24.675455,100726.914,1.1780142
1164000,1139888,6620172,49.9784,24.675455,100726.14,1.1780052
1220000,1197666,6620172,49.983097,24.675455,100726.086,1.1780045
1273000,1249000,6620172,49.936146,24.675455,100726.66,1.1780112
1325000,1300700,6620172,49.96901,24.675455,100726.24,1.1780064
1377000,1353700,6620172,49.93145,24.675455,100726.695,1.1780117
1428000,1401900,6620172,49.922062,24.675455,100726.8,1.1780128
1484000,1457250,6620172,49.964314,24.675455,100726.27,1.1780066
1536000,1512750,6620172,49.954926,24.675455,100726.44,1.1780087
1588000,1564454,6620172,49.926754,24.675455,100726.75,1.1780124
1640000,1615272,6620172,49.90328,24.675455,100726.99,1.1780151
1693000,1667200,6620172,49.907974,24.675455,100726.97,1.1780149
1744000,1722375,6620172,49.983097,24.675455,100726.08,1.1780045
1796000,1772000,6620172,49.922062,24.675455,100726.8,1.1780128
1853000,1827000,6620172,49.91267,24.675455,100726.9,1.178014
1906000,1880666,6620172,49.973705,24.675455,100726.2,1.1780059
1956000,1945500,6620172,49.983097,24.675455,100726.05,1.178004
2009000,1987333,6620172,49.907974,24.675455,100726.97,1.1780149
2061000,2036125,6620172,49.922062,24.675455,100726.78,1.1780126
2116000,2089727,6620172,49.9784,24.675455,100726.13,1.1780051
2168000,2145200,6620172,49.94084,24.675455,100726.58,1.1780102
2221000,2198400,6620172,49.93145,24.675455,100726.68,1.1780115
2272000,2249000,6620172,49.89389,24.675455,100727.164,1.1780171
2324000,2299100,6620172,49.926754,24.675455,100726.74,1.1780123
2376000,2354500,6620172,49.945534,24.675455,100726.49,1.1780093
2432000,2405800,6620172,49.926754,24.675455,100726.76,1.1780125
2484000,2461272,6620172,49.889194,24.675455,100727.2,1.1780176
2537000,2513166,6620172,49.90328,24.675455,100727.0,1.1780152
2589000,2564400,6620172,49.91267,24.675455,100726.92,1.1780143
2641000,2618000,6620172,50.001877,24.675455,100725.875,1.1780021
2692000,2668100,6620172,49.95023,24.675455,100726.47,1.178009
2744000,2720636,6620172,49.95962,24.675455,100726.39,1.1780081
2800000,2775700,6620172,49.898586,24.675455,100727.08,1.1780161
2853000,2828538,6620172,49.917366,24.675455,100726.88,1.1780139
2904000,2880875,6620172,49.90328,24.675455,100726.99,1.1780151
2961000,2932600,6620172,49.95962,24.675455,100726.35,1.1780076
3016000,2993333,6620172,49.898586,24.675455,100727.06,1.178016
3072000,3046000,6620172,49.89389,24.675455,100727.125,1.1780168
3124000,3100272,6620172,49.917366,24.675455,100726.85,1.1780134
3181000,3154090,6620172,49.922062,24.675455,100726.8,1.1780128
3233000,3208083,6620172,49.983097,24.675455,100726.1,1.1780047
3284000,3261000,6620172,49.964314,24.675455,100726.3,1.178007
3337000,3314333,6620172,49.945534,24.675455,100726.53,1.1780097
3389000,3364333,6620172,49.91267,24.675455,100726.9,1.178014
3441000,3417400,6620172,49.98779,24.675455,100726.02,1.1780038
3496000,3472000,6620172,49.9784,24.675455,100726.17,1.1780056
3548000,3525600,6620172,49.898586,24.675455,100727.086,1.1780162
3604000,3580090,6620172,49.973705,24.675455,100726.195,1.1780058
3660000,3638444,6620172,49.954926,24.675455,100726.44,1.1780087
3713000,3687000,6620172,49.945534,24.675455,100726.54,1.1780099
3765000,3740888,6620172,49.89389,24.675455,100727.15,1.1780169
3816000,3790636,6620172,49.94084,24.675455,100726.55,1.17801
3869000,3845857,6620172,49.964314,24.675455,100726.29,1.1780069
3922000,3898000,6620172,49.898586,24.675455,100727.08,1.1780161
3973000,3951636,6620172,49.973705,24.675455,100726.23,1.1780062
4029000,4003600,6620172,49.8845,24.675455,100727.26,1.1780183
4080000,4057555,6620172,49.99718,24.675455,100725.94,1.1780028
4133000,4106900,6620172,49.94084,24.675455,100726.55,1.17801
4185000,4159900,6620172,49.917366,24.675455,100726.88,1.1780139
4236000,4216000,6620172,49.936146,24.675455,100726.61,1.1780107
4293000,4266166,6620172,49.95962,24.675455,100726.39,1.1780081
4349000,4322222,6620172,50.01596,24.675455,100725.67,1.1779997
4400000,4376300,6620172,49.922062,24.675455,100726.79,1.1780127
4452000,4428300,6620172,49.922062,24.675455,100726.83,1.1780132
4504000,4481800,6620172,49.917366,24.675455,100726.88,1.1780139
4556000,4533200,6620172,49.889194,24.675455,100727.22,1.1780177
4608000,4583181,6620172,49.973705,24.675455,100726.21,1.1780059
4661000,4638700,6620172,49.94084,24.675455,100726.55,1.17801
4716000,4690777,6620172,49.917366,24.675455,100726.84,1.1780133
4769000,4747000,6620172,49.898586,24.675455,100727.11,1.1780165
4820000,4797333,6620172,49.98779,24.675455,100726.03,1.1780039
4872000,4850100,6620172,49.945534,24.675455,100726.5,1.1780094
4924000,4899916,6620172,49.964314,24.675455,100726.3,1.178007
4977000,4952666,6620172,49.945534,24.675455,100726.516,1.1780095
5029000,5005454,6620172,49.945534,24.675455,100726.484,1.1780092
5081000,5057555,6620172,49.917366,24.675455,100726.88,1.1780139
5136000,5111444,6620172,49.95023,24.675455,100726.48,1.1780092
5189000,5162909,6620172,49.954926,24.675455,100726.44,1.1780087
5245000,5218400,6620172,49.95023,24.675455,100726.47,1.178009
5296000,5274444,6620172,49.917366,24.675455,100726.88,1.1780139
5348000,5327375,6620172,49.91267,24.675455,100726.95,1.1780146
5400000,5378300,6620172,49.98779,24.675455,100725.98,1.1780032
5452000,5430000,6620172,49.936146,24.675455,100726.63,1.178011
5505000,5482333,6620172,49.954926,24.675455,100726.42,1.1780084
5558000,5536400,6620172,49.926754,24.675455,100726.74,1.1780123
5613000,5587909,6620172,49.936146,24.675455,100726.664,1.1780113
5664000,5642000,6620172,49.983097,24.675455,100726.1,1.1780047
5716000,5692500,6620172,49.98779,24.675455,100725.99,1.1780034
5768000,5745000,6620172,49.954926,24.675455,100726.41,1.1780082
5821000,5793800,6620172,50.001877,24.675455,100725.84,1.1780016
5873000,5848100,6620172,49.9784,24.675455,100726.16,1.1780053
5925000,5900666,6620172,49.94084,24.675455,100726.56,1.1780101
5976000,5955111,6620172,49.94084,24.675455,100726.6,1.1780106
6033000,6008111,6620172,49.907974,24.675455,100726.97,1.1780149
6085000,6063700,6620172,49.954926,24.675455,100726.45,1.1780088
6137000,6114500,6620172,49.94084,24.675455,100726.56,1.1780101
6188000,6165111,6620172,49.870415,24.675455,100727.45,1.1780205
6241000,6219100,6620172,49.98779,24.675455,100725.98,1.1780032
6293000,6272222,6620172,49.936146,24.675455,100726.65,1.1780111
6345000,6319111,6620172,49.945534,24.675455,100726.52,1.1780096
6397000,6374285,6620172,49.954926,24.675455,100726.41,1.1780082
6448000,6424000,6620172,49.954926,24.675455,100726.445,1.1780088
6500000,6475900,6620172,49.879807,24.675455,100727.31,1.1780189
6552000,6527727,6620172,49.95962,24.675455,100726.39,1.1780081
6605000,6579454,6620172,49.95023,24.675455,100726.46,1.1780089
6659000,6633454,6620172,49.926754,24.675455,100726.766,1.1780125
6712000,6689333,6620172,49.90328,24.675455,100727.02,1.1780155
6765000,6741200,6620172,49.922062,24.675455,100726.805,1.178013
6816000,6793888,6620172,49.964314,24.675455,100726.31,1.1780072
6869000,6845181,6620172,49.95962,24.675455,100726.37,1.1780078
6921000,6898363,6620172,49.96901,24.675455,100726.24,1.1780064
6973000,6950500,6620172,49.90328,24.675455,100727.04,1.1780157
7025000,7000900,6620172,49.954926,24.675455,100726.44,1.1780087
7080000,7054400,6620172,49.93145,24.675455,100726.695,1.1780117
7133000,7110000,6620172,49.93145,24.675455,100726.68,1.1780115
7185000,7163600,6620172,49.945534,24.675455,100726.52,1.1780096
7241000,7214100,6620172,49.95023,24.675455,100726.47,1.178009
7292000,7267625,6620172,49.922062,24.675455,100726.8,1.1780128
7344000,7321272,6620172,49.992485,24.675455,100725.96,1.1780031
7396000,7375222,6620172,49.964314,24.675455,100726.28,1.1780068
7449000,7425300,6620172,49.926754,24.675455,100726.74,1.1780123
7501000,7477777,6620172,49.945534,24.675455,100726.54,1.1780099
7553000,7530900,6620172,49.983097,24.675455,100726.06,1.1780043
7608000,7582444,6620172,49.870415,24.675455,100727.44,1.1780204
7659000,7635300,6620172,49.964314,24.675455,100726.28,1.1780068
7709000,7684333,6620172,49.936146,24.675455,100726.62,1.1780108
7761000,7737400,6620172,49.93145,24.675455,100726.73,1.178012
7816000,7788583,6620172,49.889194,24.675455,100727.23,1.1780179
7873000,7850000,6620172,49.917366,24.675455,100726.87,1.1780137
