timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
153000,127888,6620172,50.8235,25.0,100716.016,1.1766046
205000,182500,6620172,50.776554,25.0,100716.57,1.1766111
257000,235111,6620172,50.828197,25.0,100715.945,1.1766038
308000,283750,6620172,50.785942,25.0,100716.46,1.1766098
365000,338666,6620172,50.8235,25.0,100716.05,1.1766049
421000,396500,6620172,50.785942,25.0,100716.484,1.17661
473000,452555,6620172,50.828197,25.0,100715.984,1.1766042
525000,500666,6620172,50.785942,25.0,100716.445,1.1766096
577000,552555,6620172,50.832893,25.0,100715.93,1.1766036
629000,607000,6620172,50.75777,25.0,100716.81,1.1766139
681000,657400,6620172,50.80472,25.0,100716.27,1.1766076
733000,710090,6620172,50.80472,25.0,100716.27,1.1766076
785000,760727,6620172,50.800026,25.0,100716.29,1.1766077
837000,813727,6620172,50.781246,25.0,100716.56,1.176611
893000,865800,6620172,50.800026,25.0,100716.33,1.1766082
949000,922800,6620172,50.762466,25.0,100716.78,1.1766136
1001000,976111,6620172,50.776554,25.0,100716.62,1.1766115
1053000,1031000,6620172,50.828197,25.0,100715.94,1.1766037
1105000,1080000,6620172,50.83759,25.0,100715.9,1.1766032
1161000,1137555,6620172,50.795334,25.0,100716.38,1.1766088
1213000,1186600,6620172,50.828197,25.0,100716.0,1.1766044
1265000,1240555,6620172,50.776554,25.0,100716.57,1.1766111
1317000,1292545,6620172,50.781246,25.0,100716.56,1.176611
1373000,1345000,6620172,50.781246,25.0,100716.52,1.1766106
1424000,1402700,6620172,50.781246,25.0,100716.56,1.176611
1481000,1453600,6620172,50.800026,25.0,100716.33,1.1766082
1533000,1512333,6620172,50.80472,25.0,100716.28,1.1766077
1589000,1561500,6620172,50.814114,25.0,100716.14,1.176606
1645000,1619222,6620172,50.790638,25.0,100716.42,1.1766093
1701000,1674090,6620172,50.814114,25.0,100716.13,1.1766059
1757000,1728636,6620172,50.800026,25.0,100716.336,1.1766083
1809000,1785400,6620172,50.800026,25.0,100716.336,1.1766083
1865000,1841444,6620172,50.75777,25.0,100716.81,1.1766139
1917000,1893000,6620172,50.80472,25.0,100716.25,1.1766073
1973000,1949375,6620172,50.75308,25.0,100716.91,1.176615
2029000,2004111,6620172,50.828197,25.0,100715.984,1.1766042
2081000,2059100,6620172,50.800026,25.0,100716.31,1.176608
2133000,2111000,6620172,50.818806,25.0,100716.1,1.1766056
2185000,2160750,6620172,50.795334,25.0,100716.375,1.1766088
2241000,2216500,6620172,50.785942,25.0,100716.445,1.1766096
2292000,2268900,6620172,50.762466,25.0,100716.78,1.1766136
2349000,2321818,6620172,50.776554,25.0,100716.59,1.1766114
