timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
10073000,10073000,40.15403019865808,116.259520900761,49.928925,49.930004,-0.0,0.4715431,0.81093276,49.827007,2,0,1,0
10089000,10089000,40.154030195694794,116.25952090669671,49.927464,49.928543,-0.0,0.47155094,0.8109357,49.825928,2,0,1,0
11069000,11069000,40.154030195773394,116.25952097652335,49.899017,49.902073,-0.0,0.36861533,0.678249,49.811913,2,0,1,0
12073000,12073000,40.15403028680039,116.25952078984952,49.99207,49.995293,-0.0,0.35202825,0.61550325,49.887764,2,0,1,0
13076000,13076000,40.15403054560251,116.25952076882743,50.017838,50.014336,-0.0,0.34734774,0.5809151,49.91689,2,0,1,0
14073000,14073000,40.15403082352526,116.2595208732287,50.07992,50.06511,-0.0,0.3461394,0.56068856,49.972214,2,0,1,0
15069000,15069000,40.15403038467923,116.25952058613778,50.071285,50.043358,-0.0,0.34558016,0.54961914,49.938213,2,0,1,0
16069000,16069000,40.15403009861478,116.25952048756245,49.992943,49.958,-0.0,0.34503388,0.54144824,49.85527,2,0,1,0
17076000,17076000,40.154029903307304,116.25952050585526,49.869293,49.83969,-0.0,0.34411404,0.535389,49.79093,2,0,1,0
18072000,18072000,40.15402956232556,116.25952072694753,49.89906,49.877,-0.0,0.34833425,0.5337278,49.830452,2,0,1,0
19068000,19068000,40.15402971582713,116.25952081891195,49.87893,49.861362,-0.0,0.34779578,0.5325298,49.786285,2,0,1,0
20073000,20073000,40.15403018374898,116.25952063935246,49.935925,49.922356,-0.0,0.34657314,0.52980036,49.80719,2,0,1,0
21081000,21081000,40.154029482181194,116.2595214121588,50.320118,50.303123,-0.0,0.34697574,0.528144,49.80719,2,0,1,0
22072000,22072000,40.154029827119516,116.25951982584061,50.562897,50.538734,-0.0,0.34555206,0.5258566,49.80719,2,0,1,0
23073000,23073000,40.15402938616209,116.25952012593199,50.683914,50.647896,-0.0,0.34501913,0.5248517,49.80719,2,0,1,0
24073000,24073000,40.154028986638636,116.25952080343832,50.648476,50.603497,-0.0,0.346572,0.52517855,49.80719,2,0,1,0
25073000,25073000,40.15402944335916,116.25952100764654,50.609344,50.559772,-0.0,0.346053,0.5244901,nan,2,0,0,0
26072000,26072000,40.15402928915793,116.2595205776186,50.638626,50.589443,-0.0,0.34572542,0.52415186,nan,2,0,0,0
27069000,27069000,40.1540286970168,116.25952016816194,50.64418,50.595695,-0.0,0.34414923,0.52287126,nan,2,0,0,0
28073000,28073000,40.154028696717816,116.25951948569113,50.62555,50.58042,-0.0,0.34406874,0.52225524,nan,2,0,0,0
29069000,29069000,40.15402876772549,116.2595198606656,50.679058,50.634415,-0.0,0.34379795,0.5216814,nan,2,0,0,0
30073000,30073000,40.1540290473891,116.25952050984984,50.650257,50.603893,-0.0,0.34406972,0.52175486,nan,2,0,0,0
31081000,31081000,40.154029072664336,116.25952059334658,50.59497,50.5491,-0.0,0.34411946,0.5218572,nan,2,0,0,0
32077000,32077000,40.15402893052383,116.25952118113412,50.595722,50.55383,-0.0,0.34384638,0.52192146,nan,2,0,0,0
33068000,33068000,40.15402937640413,116.25952096082041,50.5787,50.540535,-0.0,0.3432155,0.5228443,nan,2,0,0,0
34077000,34077000,40.154029488486,116.25952054448211,50.59724,50.5661,-0.0,0.3427635,0.522507,nan,2,0,0,0
35073000,35073000,40.15402949002469,116.25952049796629,50.652187,50.62099,-0.0,0.3465993,0.5245243,nan,2,0,0,0
36073000,36073000,40.15402955198313,116.25952033782359,50.638893,50.60691,-0.0,0.34533975,0.5237941,nan,2,0,0,0
37076000,37076000,40.154029465108266,116.25951967633439,50.62936,50.597095,-0.0,0.34455457,0.5229317,nan,2,0,0,0
38072000,38072000,40.1540293772646,116.25951964905926,50.516792,50.48198,-0.0,0.3437747,0.52267736,nan,2,0,0,0
39076000,39076000,40.15402940524167,116.25951980855051,50.040554,50.00447,-0.0,0.34440145,0.5233172,nan,2,0,0,0
40076000,40076000,40.15402949927571,116.25951949965341,50.019764,49.976128,-0.0,0.34400627,0.522465,nan,2,0,0,0
41069000,41069000,40.15402952970433,116.25951973229488,49.959053,49.915264,-0.0,0.34452736,0.5219557,49.86245,2,0,1,0
42069000,42069000,40.15402970299331,116.2595201215172,49.969494,49.927467,-0.0,0.34519634,0.5219027,49.872246,2,0,1,0
43077000,43077000,40.154029561838705,116.25952031704527,49.947197,49.906906,-0.0,0.3446,0.52135074,49.86722,2,0,1,0
